"category","meta_cat","group_num","year","gross_inv","gross_inv_chain","gross_inv_ipd","high_cat"
"Private","Health",18,1959,236,834,NA,"Total social infrastructure"
"Private","Health",18,1960,288,990,NA,"Total social infrastructure"
"Private","Health",18,1961,320,1090,NA,"Total social infrastructure"
"Private","Health",18,1962,343,1151,NA,"Total social infrastructure"
"Private","Health",18,1963,418,1390,NA,"Total social infrastructure"
"Private","Health",18,1964,479,1603,NA,"Total social infrastructure"
"Private","Health",18,1965,521,1771,NA,"Total social infrastructure"
"Private","Health",18,1966,605,1968,NA,"Total social infrastructure"
"Private","Health",18,1967,821,2641,NA,"Total social infrastructure"
"Private","Health",18,1968,844,2701,NA,"Total social infrastructure"
"Private","Health",18,1969,1061,3287,NA,"Total social infrastructure"
"Private","Health",18,1970,1243,3674,NA,"Total social infrastructure"
"Private","Health",18,1971,1486,4280,NA,"Total social infrastructure"
"Private","Health",18,1972,1640,4489,NA,"Total social infrastructure"
"Private","Health",18,1973,1967,5283,NA,"Total social infrastructure"
"Private","Health",18,1974,2401,5839,NA,"Total social infrastructure"
"Private","Health",18,1975,2807,5825,NA,"Total social infrastructure"
"Private","Health",18,1976,3314,6549,NA,"Total social infrastructure"
"Private","Health",18,1977,3640,6581,NA,"Total social infrastructure"
"Private","Health",18,1978,4419,7444,NA,"Total social infrastructure"
"Private","Health",18,1979,4797,7540,NA,"Total social infrastructure"
"Private","Health",18,1980,5197,7654,NA,"Total social infrastructure"
"Private","Health",18,1981,6319,8515,NA,"Total social infrastructure"
"Private","Health",18,1982,8256,10211,NA,"Total social infrastructure"
"Private","Health",18,1983,9126,10906,NA,"Total social infrastructure"
"Private","Health",18,1984,10100,11353,NA,"Total social infrastructure"
"Private","Health",18,1985,10414,11737,NA,"Total social infrastructure"
"Private","Health",18,1986,11115,12058,NA,"Total social infrastructure"
"Private","Health",18,1987,12400,13282,NA,"Total social infrastructure"
"Private","Health",18,1988,13525,14242,NA,"Total social infrastructure"
"Private","Health",18,1989,14484,14696,NA,"Total social infrastructure"
"Private","Health",18,1990,16410,16310,NA,"Total social infrastructure"
"Private","Health",18,1991,17809,17390,NA,"Total social infrastructure"
"Private","Health",18,1992,19890,19048,NA,"Total social infrastructure"
"Private","Health",18,1993,22063,20921,NA,"Total social infrastructure"
"Private","Health",18,1994,21368,19985,NA,"Total social infrastructure"
"Private","Health",18,1995,21779,20029,NA,"Total social infrastructure"
"Private","Health",18,1996,23769,21468,NA,"Total social infrastructure"
"Private","Health",18,1997,26440,23605,NA,"Total social infrastructure"
"Private","Health",18,1998,30301,27054,NA,"Total social infrastructure"
"Private","Health",18,1999,32223,29201,NA,"Total social infrastructure"
"Private","Health",18,2000,35211,31868,NA,"Total social infrastructure"
"Private","Health",18,2001,38464,34621,NA,"Total social infrastructure"
"Private","Health",18,2002,43785,38291,NA,"Total social infrastructure"
"Private","Health",18,2003,48458,42740,NA,"Total social infrastructure"
"Private","Health",18,2004,52605,47064,NA,"Total social infrastructure"
"Private","Health",18,2005,61213,55089,NA,"Total social infrastructure"
"Private","Health",18,2006,63953,59320,NA,"Total social infrastructure"
"Private","Health",18,2007,72312,67147,NA,"Total social infrastructure"
"Private","Health",18,2008,73225,69282,NA,"Total social infrastructure"
"Private","Health",18,2009,68344,65775,NA,"Total social infrastructure"
"Private","Health",18,2010,71835,69982,NA,"Total social infrastructure"
"Private","Health",18,2011,74693,73380,NA,"Total social infrastructure"
"Private","Health",18,2012,79199,79199,NA,"Total social infrastructure"
"Private","Health",18,2013,84258,87017,NA,"Total social infrastructure"
"Private","Health",18,2014,82923,87651,NA,"Total social infrastructure"
"Private","Health",18,2015,86465,91790,NA,"Total social infrastructure"
"Private","Health",18,2016,87803,95949,NA,"Total social infrastructure"
"Private","Health",18,2017,93097,108875,NA,"Total social infrastructure"
"S&L","Health",18,1947,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1948,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1949,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1950,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1951,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1952,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1953,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1954,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1955,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1956,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1957,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1958,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1959,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1960,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1961,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1962,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1963,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1964,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1965,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1966,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1967,0,0,NA,"Total social infrastructure"
"S&L","Health",18,1968,3.597,15.924,NA,"Total social infrastructure"
"S&L","Health",18,1969,9.905,41.868,NA,"Total social infrastructure"
"S&L","Health",18,1970,17.72,71.072,NA,"Total social infrastructure"
"S&L","Health",18,1971,27.3,104.164,NA,"Total social infrastructure"
"S&L","Health",18,1972,34.215,127.59,NA,"Total social infrastructure"
"S&L","Health",18,1973,36.425,132.061,NA,"Total social infrastructure"
"S&L","Health",18,1974,40.214,128.754,NA,"Total social infrastructure"
"S&L","Health",18,1975,39.48,102.239,NA,"Total social infrastructure"
"S&L","Health",18,1976,34.992,80.315,NA,"Total social infrastructure"
"S&L","Health",18,1977,35.08,72.866,NA,"Total social infrastructure"
"S&L","Health",18,1978,42.188,80.248,NA,"Total social infrastructure"
"S&L","Health",18,1979,52.253,86.682,NA,"Total social infrastructure"
"S&L","Health",18,1980,60.562,89.173,NA,"Total social infrastructure"
"S&L","Health",18,1981,68.083,90.198,NA,"Total social infrastructure"
"S&L","Health",18,1982,77.46,97.205,NA,"Total social infrastructure"
"S&L","Health",18,1983,76.197,96.425,NA,"Total social infrastructure"
"S&L","Health",18,1984,75.16,94.892,NA,"Total social infrastructure"
"S&L","Health",18,1985,74.729,94.292,NA,"Total social infrastructure"
"S&L","Health",18,1986,67.777,85.481,NA,"Total social infrastructure"
"S&L","Health",18,1987,69.495,86.723,NA,"Total social infrastructure"
"S&L","Health",18,1988,75.317,92.328,NA,"Total social infrastructure"
"S&L","Health",18,1989,84.741,101.608,NA,"Total social infrastructure"
"S&L","Health",18,1990,89.338,105.195,NA,"Total social infrastructure"
"S&L","Health",18,1991,88.869,103.564,NA,"Total social infrastructure"
"S&L","Health",18,1992,94.019,108.501,NA,"Total social infrastructure"
"S&L","Health",18,1993,118.83,137.857,NA,"Total social infrastructure"
"S&L","Health",18,1994,137.621,160.011,NA,"Total social infrastructure"
"S&L","Health",18,1995,162.341,187.18,NA,"Total social infrastructure"
"S&L","Health",18,1996,183.443,210.632,NA,"Total social infrastructure"
"S&L","Health",18,1997,216.209,248.202,NA,"Total social infrastructure"
"S&L","Health",18,1998,227.084,258.986,NA,"Total social infrastructure"
"S&L","Health",18,1999,226.826,257.382,NA,"Total social infrastructure"
"S&L","Health",18,2000,217.299,244.63,NA,"Total social infrastructure"
"S&L","Health",18,2001,211.747,235.654,NA,"Total social infrastructure"
"S&L","Health",18,2002,208.851,230.557,NA,"Total social infrastructure"
"S&L","Health",18,2003,250.724,281.106,NA,"Total social infrastructure"
"S&L","Health",18,2004,315.237,353.075,NA,"Total social infrastructure"
"S&L","Health",18,2005,381.895,422.41,NA,"Total social infrastructure"
"S&L","Health",18,2006,455.885,496.073,NA,"Total social infrastructure"
"S&L","Health",18,2007,554.124,590.756,NA,"Total social infrastructure"
"S&L","Health",18,2008,797.384,830.373,NA,"Total social infrastructure"
"S&L","Health",18,2009,896.786,926.559,NA,"Total social infrastructure"
"S&L","Health",18,2010,1045.45,1081.332,NA,"Total social infrastructure"
"S&L","Health",18,2011,1245.441,1259.078,NA,"Total social infrastructure"
"S&L","Health",18,2012,1311.094,1311.094,NA,"Total social infrastructure"
"S&L","Health",18,2013,1300.646,1293.658,NA,"Total social infrastructure"
"S&L","Health",18,2014,1314.962,1301.639,NA,"Total social infrastructure"
"S&L","Health",18,2015,1344.367,1327.612,NA,"Total social infrastructure"
"S&L","Health",18,2016,1403.741,1400.409,NA,"Total social infrastructure"
"S&L","Health",18,2017,1462.207,1446.734,NA,"Total social infrastructure"
"Private","Education",19,1947,174,2697,6.45161290322581,"Total social infrastructure"
"Private","Education",19,1948,253,3522,7.18341851220897,"Total social infrastructure"
"Private","Education",19,1949,269,3850,6.98701298701299,"Total social infrastructure"
"Private","Education",19,1950,294,4232,6.94706994328923,"Total social infrastructure"
"Private","Education",19,1951,345,4379,7.87851107558803,"Total social infrastructure"
"Private","Education",19,1952,351,4343,8.08197098779645,"Total social infrastructure"
"Private","Education",19,1953,426,5246,8.1204727411361,"Total social infrastructure"
"Private","Education",19,1954,529,6692,7.90496114763897,"Total social infrastructure"
"Private","Education",19,1955,466,5800,8.03448275862069,"Total social infrastructure"
"Private","Education",19,1956,562,6439,8.72806336387638,"Total social infrastructure"
"Private","Education",19,1957,525,5785,9.07519446845289,"Total social infrastructure"
"Private","Education",19,1958,574,6508,8.819913952059,"Total social infrastructure"
"Private","Education",19,1959,525,6004,8.74417055296469,"Total social infrastructure"
"Private","Education",19,1960,566,6481,8.73322018207067,"Total social infrastructure"
"Private","Education",19,1961,609,6996,8.70497427101201,"Total social infrastructure"
"Private","Education",19,1962,680,7718,8.81057268722467,"Total social infrastructure"
"Private","Education",19,1963,678,7555,8.97418927862343,"Total social infrastructure"
"Private","Education",19,1964,751,8199,9.15965361629467,"Total social infrastructure"
"Private","Education",19,1965,787,8318,9.46140899254629,"Total social infrastructure"
"Private","Education",19,1966,987,10055,9.81601193436101,"Total social infrastructure"
"Private","Education",19,1967,1048,10353,10.1226697575582,"Total social infrastructure"
"Private","Education",19,1968,1147,10794,10.6262738558458,"Total social infrastructure"
"Private","Education",19,1969,1083,9479,11.4252558286739,"Total social infrastructure"
"Private","Education",19,1970,925,7617,12.1438886700801,"Total social infrastructure"
"Private","Education",19,1971,1008,7650,13.1764705882353,"Total social infrastructure"
"Private","Education",19,1972,1063,7456,14.256974248927,"Total social infrastructure"
"Private","Education",19,1973,983,6382,15.4026950799123,"Total social infrastructure"
"Private","Education",19,1974,737,4307,17.1116786626422,"Total social infrastructure"
"Private","Education",19,1975,653,3476,18.7859608745685,"Total social infrastructure"
"Private","Education",19,1976,717,3687,19.446704637917,"Total social infrastructure"
"Private","Education",19,1977,742,3573,20.7668625804646,"Total social infrastructure"
"Private","Education",19,1978,878,3862,22.7343345416882,"Total social infrastructure"
"Private","Education",19,1979,1088,4310,25.2436194895592,"Total social infrastructure"
"Private","Education",19,1980,1585,5640,28.1028368794326,"Total social infrastructure"
"Private","Education",19,1981,1707,5570,30.6463195691203,"Total social infrastructure"
"Private","Education",19,1982,1936,5940,32.5925925925926,"Total social infrastructure"
"Private","Education",19,1983,2127,6331,33.5965882167114,"Total social infrastructure"
"Private","Education",19,1984,2257,6468,34.8948670377242,"Total social infrastructure"
"Private","Education",19,1985,2677,7432,36.0199138858988,"Total social infrastructure"
"Private","Education",19,1986,3230,8666,37.2720978536811,"Total social infrastructure"
"Private","Education",19,1987,4700,12161,38.6481374886934,"Total social infrastructure"
"Private","Education",19,1988,3776,9422,40.0764168966249,"Total social infrastructure"
"Private","Education",19,1989,4278,10310,41.4936954413191,"Total social infrastructure"
"Private","Education",19,1990,4800,11214,42.8036383092563,"Total social infrastructure"
"Private","Education",19,1991,4934,11362,43.4254532652702,"Total social infrastructure"
"Private","Education",19,1992,5134,11753,43.6824640517315,"Total social infrastructure"
"Private","Education",19,1993,5319,11781,45.1489686783804,"Total social infrastructure"
"Private","Education",19,1994,5500,11736,46.8643490115883,"Total social infrastructure"
"Private","Education",19,1995,6246,12816,48.7359550561798,"Total social infrastructure"
"Private","Education",19,1996,7643,15336,49.8369848721961,"Total social infrastructure"
"Private","Education",19,1997,9825,19101,51.4370975341605,"Total social infrastructure"
"Private","Education",19,1998,10881,20315,53.561407826729,"Total social infrastructure"
"Private","Education",19,1999,10400,18657,55.7431527040789,"Total social infrastructure"
"Private","Education",19,2000,12662,21819,58.0319904670242,"Total social infrastructure"
"Private","Education",19,2001,13844,23009,60.1677604415663,"Total social infrastructure"
"Private","Education",19,2002,14200,22911,61.9789620706211,"Total social infrastructure"
"Private","Education",19,2003,14341,22622,63.394041198833,"Total social infrastructure"
"Private","Education",19,2004,13604,20353,66.8402692477767,"Total social infrastructure"
"Private","Education",19,2005,13912,19308,72.0530350113942,"Total social infrastructure"
"Private","Education",19,2006,14601,19010,76.8069437138348,"Total social infrastructure"
"Private","Education",19,2007,17149,20314,84.4196120901841,"Total social infrastructure"
"Private","Education",19,2008,18250,20655,88.3563301863956,"Total social infrastructure"
"Private","Education",19,2009,17472,18519,94.3463469949781,"Total social infrastructure"
"Private","Education",19,2010,14163,15069,93.9876567788174,"Total social infrastructure"
"Private","Education",19,2011,14188,14658,96.7935598308091,"Total social infrastructure"
"Private","Education",19,2012,16260,16260,100,"Total social infrastructure"
"Private","Education",19,2013,15396,15163,101.536635230495,"Total social infrastructure"
"Private","Education",19,2014,15431,14696,105.001360914535,"Total social infrastructure"
"Private","Education",19,2015,16146,15092,106.983832494037,"Total social infrastructure"
"Private","Education",19,2016,18008,16694,107.871091410087,"Total social infrastructure"
"Private","Education",19,2017,18885,17152,110.103777985075,"Total social infrastructure"
"Federal","Education",19,1947,40,724.84,5.51845924617847,"Total social infrastructure"
"Federal","Education",19,1948,48,783.192,6.12876536021818,"Total social infrastructure"
"Federal","Education",19,1949,58,1024.242,5.66272423899821,"Total social infrastructure"
"Federal","Education",19,1950,63,1129.486,5.57775837858991,"Total social infrastructure"
"Federal","Education",19,1951,64,1011.87,6.32492316206627,"Total social infrastructure"
"Federal","Education",19,1952,71,1022.998,6.94038502519066,"Total social infrastructure"
"Federal","Education",19,1953,74,1031.008,7.17744188211925,"Total social infrastructure"
"Federal","Education",19,1954,70,1083.097,6.46294837858474,"Total social infrastructure"
"Federal","Education",19,1955,60,910.271,6.59144364700183,"Total social infrastructure"
"Federal","Education",19,1956,56,826.518,6.77541202974406,"Total social infrastructure"
"Federal","Education",19,1957,59,752.065,7.84506658334054,"Total social infrastructure"
"Federal","Education",19,1958,69,782.686,8.81579586194208,"Total social infrastructure"
"Federal","Education",19,1959,82,938.089,8.7411748778634,"Total social infrastructure"
"Federal","Education",19,1960,95,1088.659,8.72633212052626,"Total social infrastructure"
"Federal","Education",19,1961,105,1206.884,8.700090480941,"Total social infrastructure"
"Federal","Education",19,1962,118,1339.531,8.809053317915,"Total social infrastructure"
"Federal","Education",19,1963,137,1527.651,8.96801690962137,"Total social infrastructure"
"Federal","Education",19,1964,146,1594.315,9.15753787676839,"Total social infrastructure"
"Federal","Education",19,1965,160,1692.057,9.45594622403382,"Total social infrastructure"
"Federal","Education",19,1966,155,1581.037,9.80369213370718,"Total social infrastructure"
"Federal","Education",19,1967,143,1413.223,10.1187144562465,"Total social infrastructure"
"Federal","Education",19,1968,133,1252.584,10.6180503662828,"Total social infrastructure"
"Federal","Education",19,1969,115,1007.575,11.4135424161973,"Total social infrastructure"
"Federal","Education",19,1970,123,1011.436,12.160927631605,"Total social infrastructure"
"Federal","Education",19,1971,151,1146.105,13.1750581316721,"Total social infrastructure"
"Federal","Education",19,1972,170,1193.171,14.247748227203,"Total social infrastructure"
"Federal","Education",19,1973,204,1324.078,15.4069473248555,"Total social infrastructure"
"Federal","Education",19,1974,233,1356.651,17.1746455057343,"Total social infrastructure"
"Federal","Education",19,1975,269,1432.65,18.776393396852,"Total social infrastructure"
"Federal","Education",19,1976,281,1443.955,19.4604402491767,"Total social infrastructure"
"Federal","Education",19,1977,321,1545.693,20.7673839501117,"Total social infrastructure"
"Federal","Education",19,1978,383,1685.144,22.7280279904863,"Total social infrastructure"
"Federal","Education",19,1979,400,1590.183,25.1543375825298,"Total social infrastructure"
"Federal","Education",19,1980,443,1580.677,28.0259660892137,"Total social infrastructure"
"Federal","Education",19,1981,450,1467.759,30.6589842065353,"Total social infrastructure"
"Federal","Education",19,1982,395,1214.48,32.5242078914433,"Total social infrastructure"
"Federal","Education",19,1983,393,1170.418,33.5777474372404,"Total social infrastructure"
"Federal","Education",19,1984,437,1252.756,34.883089763689,"Total social infrastructure"
"Federal","Education",19,1985,377,1048.034,35.9721154084696,"Total social infrastructure"
"Federal","Education",19,1986,397,1066.573,37.2220185585047,"Total social infrastructure"
"Federal","Education",19,1987,431,1115.213,38.6473256678321,"Total social infrastructure"
"Federal","Education",19,1988,390,972.71,40.0941698964748,"Total social infrastructure"
"Federal","Education",19,1989,383,923.389,41.4776437666032,"Total social infrastructure"
"Federal","Education",19,1990,450,1052.025,42.7746488914237,"Total social infrastructure"
"Federal","Education",19,1991,572,1317.336,43.4209647348892,"Total social infrastructure"
"Federal","Education",19,1992,653,1494.333,43.6984259867111,"Total social infrastructure"
"Federal","Education",19,1993,724,1605.063,45.1072637024216,"Total social infrastructure"
"Federal","Education",19,1994,709,1511.791,46.8980169877979,"Total social infrastructure"
"Federal","Education",19,1995,717,1472.071,48.7068898171352,"Total social infrastructure"
"Federal","Education",19,1996,755,1518.082,49.7338088456355,"Total social infrastructure"
"Federal","Education",19,1997,356,693.481,51.3352204314177,"Total social infrastructure"
"Federal","Education",19,1998,306,571.288,53.5631765414292,"Total social infrastructure"
"Federal","Education",19,1999,277,497.237,55.7078415323075,"Total social infrastructure"
"Federal","Education",19,2000,366,630.931,58.0095129261361,"Total social infrastructure"
"Federal","Education",19,2001,536,891.504,60.1231177874693,"Total social infrastructure"
"Federal","Education",19,2002,750,1209.906,61.9882866933464,"Total social infrastructure"
"Federal","Education",19,2003,657,1036.504,63.3861519106535,"Total social infrastructure"
"Federal","Education",19,2004,754,1129.69,66.7439740105693,"Total social infrastructure"
"Federal","Education",19,2005,343,476.787,71.9398809111826,"Total social infrastructure"
"Federal","Education",19,2006,289,375.567,76.950317786174,"Total social infrastructure"
"Federal","Education",19,2007,383,454.142,84.3348556178464,"Total social infrastructure"
"Federal","Education",19,2008,389,439.461,88.5175248770653,"Total social infrastructure"
"Federal","Education",19,2009,433,459.535,94.2256846594927,"Total social infrastructure"
"Federal","Education",19,2010,379,403.125,94.015503875969,"Total social infrastructure"
"Federal","Education",19,2011,455,471.229,96.5560268998725,"Total social infrastructure"
"Federal","Education",19,2012,463,463,100,"Total social infrastructure"
"Federal","Education",19,2013,539,530.554,101.591920897779,"Total social infrastructure"
"Federal","Education",19,2014,491,467.96,104.923497734849,"Total social infrastructure"
"Federal","Education",19,2015,426,398.269,106.962881871298,"Total social infrastructure"
"Federal","Education",19,2016,276,255.891,107.858424094634,"Total social infrastructure"
"Federal","Education",19,2017,215,195.237,110.122568980265,"Total social infrastructure"
"S&L","Education",19,1947,183.603,2986.549,6.14766407649766,"Total social infrastructure"
"S&L","Education",19,1948,491.826,7193.793,6.83681056710973,"Total social infrastructure"
"S&L","Education",19,1949,746.872,11223.607,6.65447391377834,"Total social infrastructure"
"S&L","Education",19,1950,907.802,13736.428,6.60871953028837,"Total social infrastructure"
"S&L","Education",19,1951,1212.46,16154.738,7.50529039839581,"Total social infrastructure"
"S&L","Education",19,1952,1285.602,16702.504,7.69706147054358,"Total social infrastructure"
"S&L","Education",19,1953,1369.058,17699.67,7.73493517110771,"Total social infrastructure"
"S&L","Education",19,1954,1704.767,22611.628,7.53933772482017,"Total social infrastructure"
"S&L","Education",19,1955,1956.55,25532.764,7.66289932417814,"Total social infrastructure"
"S&L","Education",19,1956,2047.803,24624.234,8.31620995804377,"Total social infrastructure"
"S&L","Education",19,1957,2263.145,26156.979,8.65216506845076,"Total social infrastructure"
"S&L","Education",19,1958,2302.083,27388.196,8.40538383762114,"Total social infrastructure"
"S&L","Education",19,1959,2129,24016.451,8.86475691183514,"Total social infrastructure"
"S&L","Education",19,1960,2311,25858.576,8.93707371975936,"Total social infrastructure"
"S&L","Education",19,1961,2386,26701.145,8.93594637982753,"Total social infrastructure"
"S&L","Education",19,1962,2228,24654.13,9.0370254395511,"Total social infrastructure"
"S&L","Education",19,1963,2418,26631.872,9.07934673161541,"Total social infrastructure"
"S&L","Education",19,1964,2562,27855.745,9.19738459696555,"Total social infrastructure"
"S&L","Education",19,1965,2870,30464.773,9.42071683908493,"Total social infrastructure"
"S&L","Education",19,1966,3442.001,35361.008,9.73388824209989,"Total social infrastructure"
"S&L","Education",19,1967,3896,38969.407,9.99758605513294,"Total social infrastructure"
"S&L","Education",19,1968,4094,39268.539,10.4256488890509,"Total social infrastructure"
"S&L","Education",19,1969,3788,33352.884,11.3573386937094,"Total social infrastructure"
"S&L","Education",19,1970,3213,26316.382,12.2091250993393,"Total social infrastructure"
"S&L","Education",19,1971,3210,24226.792,13.2497938645777,"Total social infrastructure"
"S&L","Education",19,1972,3082.999,21804.054,14.1395678069775,"Total social infrastructure"
"S&L","Education",19,1973,3290.001,21465.185,15.3271495214227,"Total social infrastructure"
"S&L","Education",19,1974,4055,23727.873,17.0896059667885,"Total social infrastructure"
"S&L","Education",19,1975,5009,26662.986,18.7863429849905,"Total social infrastructure"
"S&L","Education",19,1976,4504,23191.353,19.4210316232951,"Total social infrastructure"
"S&L","Education",19,1977,3944,19011.643,20.7451823074944,"Total social infrastructure"
"S&L","Education",19,1978,4438,19482.95,22.7788912869971,"Total social infrastructure"
"S&L","Education",19,1979,4974.001,19671.753,25.2849911240752,"Total social infrastructure"
"S&L","Education",19,1980,5342,18988.85,28.132298691074,"Total social infrastructure"
"S&L","Education",19,1981,4711,15360.959,30.6686581221915,"Total social infrastructure"
"S&L","Education",19,1982,4587,14070.945,32.5990898265895,"Total social infrastructure"
"S&L","Education",19,1983,4530,13486.255,33.5897549023061,"Total social infrastructure"
"S&L","Education",19,1984,5049,14455.656,34.9275051924312,"Total social infrastructure"
"S&L","Education",19,1985,6050.999,16777.885,36.0653264699335,"Total social infrastructure"
"S&L","Education",19,1986,7141,19130.76,37.3273199810149,"Total social infrastructure"
"S&L","Education",19,1987,7284.001,18840.788,38.6608086668137,"Total social infrastructure"
"S&L","Education",19,1988,8962,22334.924,40.1255003151119,"Total social infrastructure"
"S&L","Education",19,1989,10371,24972.896,41.5290241067756,"Total social infrastructure"
"S&L","Education",19,1990,11724.999,27356.864,42.8594410528926,"Total social infrastructure"
"S&L","Education",19,1991,14249,32795.317,43.4482764719121,"Total social infrastructure"
"S&L","Education",19,1992,14769,33804.725,43.6891588380027,"Total social infrastructure"
"S&L","Education",19,1993,13465.999,29815.109,45.165016837604,"Total social infrastructure"
"S&L","Education",19,1994,14326,30506.118,46.9610718741729,"Total social infrastructure"
"S&L","Education",19,1995,18808,38553.916,48.783630695258,"Total social infrastructure"
"S&L","Education",19,1996,21594,43284.222,49.888848643277,"Total social infrastructure"
"S&L","Education",19,1997,24501,47562.001,51.5138124655437,"Total social infrastructure"
"S&L","Education",19,1998,27715,51580.91,53.7311187414103,"Total social infrastructure"
"S&L","Education",19,1999,31593.999,56567.235,55.8521182801316,"Total social infrastructure"
"S&L","Education",19,2000,35025.999,60247.148,58.137190162097,"Total social infrastructure"
"S&L","Education",19,2001,39617.999,65715.205,60.2874159793004,"Total social infrastructure"
"S&L","Education",19,2002,40285,64845.877,62.1242272658291,"Total social infrastructure"
"S&L","Education",19,2003,41250,64902.671,63.5567063179881,"Total social infrastructure"
"S&L","Education",19,2004,42702,63716.093,67.0191752027231,"Total social infrastructure"
"S&L","Education",19,2005,46318,64044.918,72.3211168761275,"Total social infrastructure"
"S&L","Education",19,2006,51334,66681.771,76.9835582201319,"Total social infrastructure"
"S&L","Education",19,2007,54974.001,65000.593,84.5746145731317,"Total social infrastructure"
"S&L","Education",19,2008,56519.999,63909.678,88.4373083525785,"Total social infrastructure"
"S&L","Education",19,2009,51314,54372.455,94.3749918961724,"Total social infrastructure"
"S&L","Education",19,2010,44605,47444.218,94.0156712036017,"Total social infrastructure"
"S&L","Education",19,2011,41172,42561.439,96.735451073447,"Total social infrastructure"
"S&L","Education",19,2012,38039,38039,100,"Total social infrastructure"
"S&L","Education",19,2013,36960,36379.887,101.594598136052,"Total social infrastructure"
"S&L","Education",19,2014,39354,37468.192,105.033090467776,"Total social infrastructure"
"S&L","Education",19,2015,43779.001,40905.56,107.024573187606,"Total social infrastructure"
"S&L","Education",19,2016,48404,44859.136,107.902211937386,"Total social infrastructure"
"S&L","Education",19,2017,51863.999,47086.256,110.146788905875,"Total social infrastructure"
"S&L","Education",19,1947,45.585,742.921,6.1359148550115,"Total social infrastructure"
"S&L","Education",19,1948,122.755,1799.018,6.82344479043567,"Total social infrastructure"
"S&L","Education",19,1949,186.289,2804.908,6.6415369060233,"Total social infrastructure"
"S&L","Education",19,1950,225.741,3422.375,6.59603345629862,"Total social infrastructure"
"S&L","Education",19,1951,300.764,4015.205,7.4906262569408,"Total social infrastructure"
"S&L","Education",19,1952,318.632,4147.729,7.68208337622829,"Total social infrastructure"
"S&L","Education",19,1953,340.13,4405.9,7.71987562132595,"Total social infrastructure"
"S&L","Education",19,1954,423.375,5626.378,7.52482325218818,"Total social infrastructure"
"S&L","Education",19,1955,486.991,6367.463,7.64811668320648,"Total social infrastructure"
"S&L","Education",19,1956,509.418,6137.625,8.29992057188245,"Total social infrastructure"
"S&L","Education",19,1957,562.564,6514.921,8.63500877447324,"Total social infrastructure"
"S&L","Education",19,1958,572.026,6818.868,8.38887041074853,"Total social infrastructure"
"S&L","Education",19,1959,529.999,5990.917,8.8467091098074,"Total social infrastructure"
"S&L","Education",19,1960,494.999,5550.115,8.91871609867543,"Total social infrastructure"
"S&L","Education",19,1961,645.001,7232.914,8.91758148928634,"Total social infrastructure"
"S&L","Education",19,1962,738,8183.11,9.01857606704541,"Total social infrastructure"
"S&L","Education",19,1963,1030.999,11378.778,9.0607181192919,"Total social infrastructure"
"S&L","Education",19,1964,1187,12932.348,9.17853432338814,"Total social infrastructure"
"S&L","Education",19,1965,1353.001,14391.413,9.40144654315737,"Total social infrastructure"
"S&L","Education",19,1966,1796.001,18488.72,9.71403645033296,"Total social infrastructure"
"S&L","Education",19,1967,1966.001,19704.835,9.9772517760235,"Total social infrastructure"
"S&L","Education",19,1968,1857.001,17847.483,10.4048341158246,"Total social infrastructure"
"S&L","Education",19,1969,1969.001,17373.009,11.3336785815284,"Total social infrastructure"
"S&L","Education",19,1970,2201.001,18066.559,12.1827349635312,"Total social infrastructure"
"S&L","Education",19,1971,2159.001,16330.266,13.2208562922368,"Total social infrastructure"
"S&L","Education",19,1972,2411,17088.702,14.1087368718818,"Total social infrastructure"
"S&L","Education",19,1973,3144.002,20557.255,15.2938804329664,"Total social infrastructure"
"S&L","Education",19,1974,2994,17558.068,17.0519900025447,"Total social infrastructure"
"S&L","Education",19,1975,1939.001,10344.28,18.744668551122,"Total social infrastructure"
"S&L","Education",19,1976,1992,10276.264,19.3844766930861,"Total social infrastructure"
"S&L","Education",19,1977,1732.999,8366.816,20.7127657641808,"Total social infrastructure"
"S&L","Education",19,1978,1749,7688.011,22.7497073040088,"Total social infrastructure"
"S&L","Education",19,1979,1825,7226.693,25.2535980150257,"Total social infrastructure"
"S&L","Education",19,1980,2124,7559.424,28.0973788479122,"Total social infrastructure"
"S&L","Education",19,1981,2308.001,7534.934,30.6306730755704,"Total social infrastructure"
"S&L","Education",19,1982,2194,6738.486,32.559242536083,"Total social infrastructure"
